ind,          x,        y,    value
519,         64,  4.72656,  9.35146
520,       64.5,  4.72656,   9.0219
521,         65,  4.72656,  8.42788
522,       65.5,  4.72656,  7.67032
523,         66,  4.72656,  6.84943
524,       66.5,  4.72656,  6.04124
525,         67,  4.72656,  5.29195
526,       67.5,  4.72656,  4.62299
527,         68,  4.72656,  4.03942
528,       68.5,  4.72656,  3.53711
529,         69,  4.72656,  3.10772
530,       69.5,  4.72656,  2.74162
531,         70,  4.72656,  2.42941
532,       70.5,  4.72656,  2.16261
533,         71,  4.72656,  1.93389
534,       71.5,  4.72656,  1.73706
535,         64,  4.76563,  9.51438
536,       64.5,  4.76563,  9.17344
537,         65,  4.76563,  8.55997
538,       65.5,  4.76563,  7.77958
539,         66,  4.76563,  6.93642
540,       66.5,  4.76563,  6.10882
541,         67,  4.76563,  5.34373
542,       67.5,  4.76563,  4.66246
543,         68,  4.76563,  4.06952
544,       68.5,  4.76563,  3.56017
545,         69,  4.76563,  3.12551
546,       69.5,  4.76563,  2.75545
547,         70,  4.76563,  2.44026
548,       70.5,  4.76563,  2.17121
549,         71,  4.76563,  1.94077
550,       71.5,  4.76563,   1.7426
551,         64,  4.80469,  9.65454
552,       64.5,  4.80469,  9.30367
553,         65,  4.80469,  8.67326
554,       65.5,  4.80469,  7.87304
555,         66,  4.80469,  7.01062
556,       66.5,  4.80469,   6.1663
557,         67,  4.80469,  5.38766
558,       67.5,  4.80469,  4.69587
559,         68,  4.80469,  4.09495
560,       68.5,  4.80469,  3.57962
561,         69,  4.80469,  3.14049
562,       69.5,  4.80469,  2.76709
563,         70,  4.80469,  2.44939
564,       70.5,  4.80469,  2.17843
565,         71,  4.80469,  1.94653
566,       71.5,  4.80469,  1.74725
567,         64,  4.84375,  9.76968
568,       64.5,  4.84375,  9.41055
569,         65,  4.84375,  8.76607
570,       65.5,  4.84375,  7.94944
571,         66,  4.84375,  7.07114
572,       66.5,  4.84375,  6.21306
573,         67,  4.84375,  5.42332
574,       67.5,  4.84375,  4.72294
575,         68,  4.84375,  4.11552
576,       68.5,  4.84375,  3.59533
577,         69,  4.84375,  3.15257
578,       69.5,  4.84375,  2.77647
579,         70,  4.84375,  2.45673
580,       70.5,  4.84375,  2.18423
581,         71,  4.84375,  1.95117
582,       71.5,  4.84375,  1.75098
583,         64,  4.88281,  9.85785
584,       64.5,  4.88281,  9.49233
585,         65,  4.88281,  8.83699
586,       65.5,  4.88281,  8.00772
587,         66,  4.88281,  7.11721
588,       66.5,  4.88281,  6.24861
589,         67,  4.88281,  5.45039
590,       67.5,  4.88281,  4.74345
591,         68,  4.88281,  4.13109
592,       68.5,  4.88281,   3.6072
593,         69,  4.88281,   3.1617
594,       69.5,  4.88281,  2.78354
595,         70,  4.88281,  2.46227
596,       70.5,  4.88281,  2.18861
597,         71,  4.88281,  1.95466
598,       71.5,  4.88281,   1.7538
599,         64,  4.92188,  9.91753
600,       64.5,  4.92188,  9.54765
601,         65,  4.92188,  8.88491
602,       65.5,  4.92188,  8.04705
603,         66,  4.92188,  7.14826
604,       66.5,  4.92188,  6.27253
605,         67,  4.92188,  5.46858
606,       67.5,  4.92188,  4.75722
607,         68,  4.92188,  4.14153
608,       68.5,  4.92188,  3.61516
609,         69,  4.92188,  3.16781
610,       69.5,  4.92188,  2.78828
611,         70,  4.92188,  2.46598
612,       70.5,  4.92188,  2.19154
613,         71,  4.92188,  1.95699
614,       71.5,  4.92188,  1.75567
615,         64,  4.96094,  9.94763
616,       64.5,  4.96094,  9.57555
617,         65,  4.96094,  8.90907
618,       65.5,  4.96094,  8.06686
619,         66,  4.96094,  7.16389
620,       66.5,  4.96094,  6.28456
621,         67,  4.96094,  5.47772
622,       67.5,  4.96094,  4.76414
623,         68,  4.96094,  4.14677
624,       68.5,  4.96094,  3.61915
625,         69,  4.96094,  3.17088
626,       69.5,  4.96094,  2.79065
627,         70,  4.96094,  2.46783
628,       70.5,  4.96094,  2.19301
629,         71,  4.96094,  1.95816
630,       71.5,  4.96094,  1.75662
631,         72,    4.375,  0.80987
632,         80,    4.375, 0.309141
633,         88,    4.375, 0.160391
634,         96,    4.375, 0.0977062
635,        104,    4.375, 0.0656393
636,        112,    4.375, 0.0470926
637,        120,    4.375, 0.0354173
638,          0,        5, 0.0354173
639,          8,        5, 0.0470926
640,         16,        5, 0.0656393
641,         24,        5, 0.0977062
642,         32,        5, 0.160391
643,         40,        5, 0.309141
644,         48,        5,  0.80987
645,         56,        5,  1.75662
646,       56.5,        5,  1.95816
647,         57,        5,  2.19301
648,       57.5,        5,  2.46783
649,         58,        5,  2.79065
650,       58.5,        5,  3.17088
651,         59,        5,  3.61915
652,       59.5,        5,  4.14677
653,         60,        5,  4.76414
654,       60.5,        5,  5.47772
655,         61,        5,  6.28456
656,       61.5,        5,  7.16389
657,         62,        5,  8.06686
658,       62.5,        5,  8.90907
659,         63,        5,  9.57555
660,       63.5,        5,  9.94763
661,         56,  5.03906,  1.75567
662,       56.5,  5.03906,  1.95699
663,         57,  5.03906,  2.19154
664,       57.5,  5.03906,  2.46598
665,         58,  5.03906,  2.78828
666,       58.5,  5.03906,  3.16781
667,         59,  5.03906,  3.61516
668,       59.5,  5.03906,  4.14153
669,         60,  5.03906,  4.75722
670,       60.5,  5.03906,  5.46858
671,         61,  5.03906,  6.27253
672,       61.5,  5.03906,  7.14826
673,         62,  5.03906,  8.04705
674,       62.5,  5.03906,  8.88491
675,         63,  5.03906,  9.54765
676,       63.5,  5.03906,  9.91753
677,         56,  5.07813,   1.7538
678,       56.5,  5.07813,  1.95466
679,         57,  5.07813,  2.18861
680,       57.5,  5.07813,  2.46227
681,         58,  5.07813,  2.78354
682,       58.5,  5.07813,   3.1617
683,         59,  5.07813,   3.6072
684,       59.5,  5.07813,  4.13109
685,         60,  5.07813,  4.74345
686,       60.5,  5.07813,  5.45039
687,         61,  5.07813,  6.24861
688,       61.5,  5.07813,  7.11721
689,         62,  5.07813,  8.00772
690,       62.5,  5.07813,  8.83699
691,         63,  5.07813,  9.49233
692,       63.5,  5.07813,  9.85785
693,         56,  5.11719,  1.75098
694,       56.5,  5.11719,  1.95117
695,         57,  5.11719,  2.18423
696,       57.5,  5.11719,  2.45673
697,         58,  5.11719,  2.77647
698,       58.5,  5.11719,  3.15257
699,         59,  5.11719,  3.59533
700,       59.5,  5.11719,  4.11552
701,         60,  5.11719,  4.72294
702,       60.5,  5.11719,  5.42332
703,         61,  5.11719,  6.21306
704,       61.5,  5.11719,  7.07114
705,         62,  5.11719,  7.94944
706,       62.5,  5.11719,  8.76607
707,         63,  5.11719,  9.41055
708,       63.5,  5.11719,  9.76968
709,         56,  5.15625,  1.74725
710,       56.5,  5.15625,  1.94653
711,         57,  5.15625,  2.17843
712,       57.5,  5.15625,  2.44939
713,         58,  5.15625,  2.76709
714,       58.5,  5.15625,  3.14049
715,         59,  5.15625,  3.57962
716,       59.5,  5.15625,  4.09495
717,         60,  5.15625,  4.69587
718,       60.5,  5.15625,  5.38766
719,         61,  5.15625,   6.1663
720,       61.5,  5.15625,  7.01062
721,         62,  5.15625,  7.87304
722,       62.5,  5.15625,  8.67326
723,         63,  5.15625,  9.30367
724,       63.5,  5.15625,  9.65454
725,         56,  5.19531,   1.7426
726,       56.5,  5.19531,  1.94077
727,         57,  5.19531,  2.17121
728,       57.5,  5.19531,  2.44026
729,         58,  5.19531,  2.75545
730,       58.5,  5.19531,  3.12551
731,         59,  5.19531,  3.56017
732,       59.5,  5.19531,  4.06952
733,         60,  5.19531,  4.66246
734,       60.5,  5.19531,  5.34373
735,         61,  5.19531,  6.10882
736,       61.5,  5.19531,  6.93642
737,         62,  5.19531,  7.77958
738,       62.5,  5.19531,  8.55997
739,         63,  5.19531,  9.17344
740,       63.5,  5.19531,  9.51438
741,         56,  5.23438,  1.73706
742,       56.5,  5.23438,  1.93389
743,         57,  5.23438,  2.16261
744,       57.5,  5.23438,  2.42941
745,         58,  5.23438,  2.74162
746,       58.5,  5.23438,  3.10772
747,         59,  5.23438,  3.53711
748,       59.5,  5.23438,  4.03942
749,         60,  5.23438,  4.62299
750,       60.5,  5.23438,  5.29195
751,         61,  5.23438,  6.04124
752,       61.5,  5.23438,  6.84943
753,         62,  5.23438,  7.67032
754,       62.5,  5.23438,  8.42788
755,         63,  5.23438,   9.0219
756,       63.5,  5.23438,  9.35146
757,         56,  5.27344,  1.73064
758,       56.5,  5.27344,  1.92594
759,         57,  5.27344,  2.15267
760,       57.5,  5.27344,  2.41687
761,         58,  5.27344,  2.72566
762,       58.5,  5.27344,  3.08723
763,         59,  5.27344,  3.51059
764,       59.5,  5.27344,  4.00486
765,         60,  5.27344,  4.57778
766,       60.5,  5.27344,  5.23279
767,         61,  5.27344,  5.96427
768,       61.5,  5.27344,  6.75065
769,         62,  5.27344,  7.54667
770,       62.5,  5.27344,  8.27882
771,         63,  5.27344,  8.85131
772,       63.5,  5.27344,  9.16831
773,         56,   5.3125,  1.72336
774,       56.5,   5.3125,  1.91692
775,         57,   5.3125,  2.14141
776,       57.5,   5.3125,  2.40269
777,         58,   5.3125,  2.70764
778,       58.5,   5.3125,  3.06413
779,         59,   5.3125,  3.48075
780,       59.5,   5.3125,  3.96609
781,         60,   5.3125,  4.52719
782,       60.5,   5.3125,  5.16678
783,         61,   5.3125,  5.87867
784,       61.5,   5.3125,   6.6412
785,         62,   5.3125,  7.41014
786,       62.5,   5.3125,  8.11481
787,         63,   5.3125,  8.66408
788,       63.5,   5.3125,  8.96758
789,         56,  5.35156,  1.71524
790,       56.5,  5.35156,  1.90688
791,         57,  5.35156,  2.12889
792,       57.5,  5.35156,  2.38694
793,         58,  5.35156,  2.68765
794,       58.5,  5.35156,  3.03856
795,         59,  5.35156,  3.44779
796,       59.5,  5.35156,  3.92335
797,         60,  5.35156,  4.47159
798,       60.5,  5.35156,  5.09449
799,         61,  5.35156,  5.78526
800,       61.5,  5.35156,  6.52223
801,         62,  5.35156,  7.26233
802,       62.5,  5.35156,  7.93789
803,         63,  5.35156,   8.4627
804,       63.5,  5.35156,  8.75202
805,         56,  5.39063,  1.70631
806,       56.5,  5.39063,  1.89585
807,         57,  5.39063,  2.11515
808,       57.5,  5.39063,  2.36968
809,         58,  5.39063,  2.66579
810,       58.5,  5.39063,  3.01064
811,         59,  5.39063,  3.41189
812,       59.5,  5.39063,  3.87693
813,         60,  5.39063,  4.41139
814,       60.5,  5.39063,   5.0165
815,         61,  5.39063,  5.68489
816,       61.5,  5.39063,  6.39494
817,         62,  5.39063,  7.10487
818,       62.5,  5.39063,  7.75014
819,         63,  5.39063,  8.24964
820,       63.5,  5.39063,  8.52434
821,         56,  5.42969,  1.69659
822,       56.5,  5.42969,  1.88386
823,         57,  5.42969,  2.10024
824,       57.5,  5.42969,  2.35097
825,         58,  5.42969,  2.64214
826,       58.5,  5.42969,  2.98052
827,         59,  5.42969,  3.37326
828,       59.5,  5.42969,  3.82712
829,         60,  5.42969,  4.34701
830,       60.5,  5.42969,  4.93342
831,         61,  5.42969,  5.57843
832,       61.5,  5.42969,  6.26054
833,         62,  5.42969,  6.93936
834,       62.5,  5.42969,  7.55362
835,         63,  5.42969,  8.02734
836,       63.5,  5.42969,   8.2872
837,         56,  5.46875,  1.68611
838,       56.5,  5.46875,  1.87096
839,         57,  5.46875,  2.08421
840,       57.5,  5.46875,  2.33091
841,         58,  5.46875,  2.61682
842,       58.5,  5.46875,  2.94834
843,         59,  5.46875,   3.3321
844,       59.5,  5.46875,  3.77422
845,         60,  5.46875,   4.2789
846,       60.5,  5.46875,  4.84587
847,         61,  5.46875,  5.46675
848,       61.5,  5.46875,  6.12023
849,         62,  5.46875,  6.76738
850,       62.5,  5.46875,   7.3503
851,         63,  5.46875,   7.7981
852,       63.5,  5.46875,   8.0431
853,         56,  5.50781,  1.67491
854,       56.5,  5.50781,  1.85717
855,         57,  5.50781,  2.06711
856,       57.5,  5.50781,  2.30955
857,         58,  5.50781,  2.58994
858,       58.5,  5.50781,  2.91425
859,         59,  5.50781,  3.28862
860,       59.5,  5.50781,  3.71854
861,         60,  5.50781,  4.20747
862,       60.5,  5.50781,  4.75446
863,         61,  5.50781,  5.35071
864,       61.5,  5.50781,  5.97515
865,         62,  5.50781,  6.59044
866,       62.5,  5.50781,  7.14203
867,         63,  5.50781,  7.56409
868,       63.5,  5.50781,  7.79439
869,         56,  5.54688,  1.66301
870,       56.5,  5.54688,  1.84255
871,         57,  5.54688,  2.04902
872,       57.5,  5.54688,  2.28698
873,         58,  5.54688,  2.56159
874,       58.5,  5.54688,  2.87841
875,         59,  5.54688,  3.24306
876,       59.5,  5.54688,  3.66039
877,         60,  5.54688,  4.13317
878,       60.5,  5.54688,  4.65981
879,         61,  5.54688,  5.23112
880,       61.5,  5.54688,  5.82641
881,         62,  5.54688,  6.40995
882,       62.5,  5.54688,  6.93055
883,         63,  5.54688,  7.32729
884,       63.5,  5.54688,  7.54319
885,         56,  5.58594,  1.65044
886,       56.5,  5.58594,  1.82714
887,         57,  5.58594,  2.02998
888,       57.5,  5.58594,  2.26329
889,         58,  5.58594,   2.5319
890,       58.5,  5.58594,  2.84098
891,         59,  5.58594,  3.19562
892,       59.5,  5.58594,  3.60007
893,         60,  5.58594,  4.05642
894,       60.5,  5.58594,  4.56249
895,         61,  5.58594,  5.10878
896,       61.5,  5.58594,  5.67505
897,         62,  5.58594,  6.22723
898,       62.5,  5.58594,  6.71744
899,         63,  5.58594,  7.08949
900,       63.5,  5.58594,  7.29142
901,         64,        5,  9.94763
902,       64.5,        5,  9.57555
903,         65,        5,  8.90907
904,       65.5,        5,  8.06686
905,         66,        5,  7.16389
906,       66.5,        5,  6.28456
907,         67,        5,  5.47772
908,       67.5,        5,  4.76414
909,         68,        5,  4.14677
910,       68.5,        5,  3.61915
911,         69,        5,  3.17088
912,       69.5,        5,  2.79065
913,         70,        5,  2.46783
914,       70.5,        5,  2.19301
915,         71,        5,  1.95816
916,       71.5,        5,  1.75662
917,         64,  5.03906,  9.91753
918,       64.5,  5.03906,  9.54765
919,         65,  5.03906,  8.88491
920,       65.5,  5.03906,  8.04705
921,         66,  5.03906,  7.14826
922,       66.5,  5.03906,  6.27253
923,         67,  5.03906,  5.46858
924,       67.5,  5.03906,  4.75722
925,         68,  5.03906,  4.14153
926,       68.5,  5.03906,  3.61516
927,         69,  5.03906,  3.16781
928,       69.5,  5.03906,  2.78828
929,         70,  5.03906,  2.46598
930,       70.5,  5.03906,  2.19154
931,         71,  5.03906,  1.95699
932,       71.5,  5.03906,  1.75567
933,         64,  5.07813,  9.85785
934,       64.5,  5.07813,  9.49233
935,         65,  5.07813,  8.83699
936,       65.5,  5.07813,  8.00772
937,         66,  5.07813,  7.11721
938,       66.5,  5.07813,  6.24861
939,         67,  5.07813,  5.45039
940,       67.5,  5.07813,  4.74345
941,         68,  5.07813,  4.13109
942,       68.5,  5.07813,   3.6072
943,         69,  5.07813,   3.1617
944,       69.5,  5.07813,  2.78354
945,         70,  5.07813,  2.46227
946,       70.5,  5.07813,  2.18861
947,         71,  5.07813,  1.95466
948,       71.5,  5.07813,   1.7538
949,         64,  5.11719,  9.76968
950,       64.5,  5.11719,  9.41055
951,         65,  5.11719,  8.76607
952,       65.5,  5.11719,  7.94944
953,         66,  5.11719,  7.07114
954,       66.5,  5.11719,  6.21306
955,         67,  5.11719,  5.42332
956,       67.5,  5.11719,  4.72294
957,         68,  5.11719,  4.11552
958,       68.5,  5.11719,  3.59533
959,         69,  5.11719,  3.15257
960,       69.5,  5.11719,  2.77647
961,         70,  5.11719,  2.45673
962,       70.5,  5.11719,  2.18423
963,         71,  5.11719,  1.95117
964,       71.5,  5.11719,  1.75098
965,         64,  5.15625,  9.65454
966,       64.5,  5.15625,  9.30367
967,         65,  5.15625,  8.67326
968,       65.5,  5.15625,  7.87304
969,         66,  5.15625,  7.01062
970,       66.5,  5.15625,   6.1663
971,         67,  5.15625,  5.38766
972,       67.5,  5.15625,  4.69587
973,         68,  5.15625,  4.09495
974,       68.5,  5.15625,  3.57962
975,         69,  5.15625,  3.14049
976,       69.5,  5.15625,  2.76709
977,         70,  5.15625,  2.44939
978,       70.5,  5.15625,  2.17843
979,         71,  5.15625,  1.94653
980,       71.5,  5.15625,  1.74725
981,         64,  5.19531,  9.51438
982,       64.5,  5.19531,  9.17344
983,         65,  5.19531,  8.55997
984,       65.5,  5.19531,  7.77958
985,         66,  5.19531,  6.93642
986,       66.5,  5.19531,  6.10882
987,         67,  5.19531,  5.34373
988,       67.5,  5.19531,  4.66246
989,         68,  5.19531,  4.06952
990,       68.5,  5.19531,  3.56017
991,         69,  5.19531,  3.12551
992,       69.5,  5.19531,  2.75545
993,         70,  5.19531,  2.44026
994,       70.5,  5.19531,  2.17121
995,         71,  5.19531,  1.94077
996,       71.5,  5.19531,   1.7426
997,         64,  5.23438,  9.35146
998,       64.5,  5.23438,   9.0219
999,         65,  5.23438,  8.42788
1000,       65.5,  5.23438,  7.67032
1001,         66,  5.23438,  6.84943
1002,       66.5,  5.23438,  6.04124
1003,         67,  5.23438,  5.29195
1004,       67.5,  5.23438,  4.62299
1005,         68,  5.23438,  4.03942
1006,       68.5,  5.23438,  3.53711
1007,         69,  5.23438,  3.10772
1008,       69.5,  5.23438,  2.74162
1009,         70,  5.23438,  2.42941
1010,       70.5,  5.23438,  2.16261
1011,         71,  5.23438,  1.93389
1012,       71.5,  5.23438,  1.73706
1013,         64,  5.27344,  9.16831
1014,       64.5,  5.27344,  8.85131
1015,         65,  5.27344,  8.27882
1016,       65.5,  5.27344,  7.54667
1017,         66,  5.27344,  6.75065
1018,       66.5,  5.27344,  5.96427
1019,         67,  5.27344,  5.23279
1020,       67.5,  5.27344,  4.57778
1021,         68,  5.27344,  4.00486
1022,       68.5,  5.27344,  3.51059
1023,         69,  5.27344,  3.08723
1024,       69.5,  5.27344,  2.72566
1025,         70,  5.27344,  2.41687
1026,       70.5,  5.27344,  2.15267
1027,         71,  5.27344,  1.92594
1028,       71.5,  5.27344,  1.73064
1029,         64,   5.3125,  8.96758
1030,       64.5,   5.3125,  8.66408
1031,         65,   5.3125,  8.11481
1032,       65.5,   5.3125,  7.41014
1033,         66,   5.3125,   6.6412
1034,       66.5,   5.3125,  5.87867
1035,         67,   5.3125,  5.16678
1036,       67.5,   5.3125,  4.52719
1037,         68,   5.3125,  3.96609
1038,       68.5,   5.3125,  3.48075
1039,         69,   5.3125,  3.06413
1040,       69.5,   5.3125,  2.70764
1041,         70,   5.3125,  2.40269
1042,       70.5,   5.3125,  2.14141
1043,         71,   5.3125,  1.91692
1044,       71.5,   5.3125,  1.72336
1045,         64,  5.35156,  8.75202
1046,       64.5,  5.35156,   8.4627
1047,         65,  5.35156,  7.93789
1048,       65.5,  5.35156,  7.26233
1049,         66,  5.35156,  6.52223
1050,       66.5,  5.35156,  5.78526
1051,         67,  5.35156,  5.09449
1052,       67.5,  5.35156,  4.47159
1053,         68,  5.35156,  3.92335
1054,       68.5,  5.35156,  3.44779
1055,         69,  5.35156,  3.03856
1056,       69.5,  5.35156,  2.68765
1057,         70,  5.35156,  2.38694
1058,       70.5,  5.35156,  2.12889
1059,         71,  5.35156,  1.90688
1060,       71.5,  5.35156,  1.71524
1061,         64,  5.39063,  8.52434
1062,       64.5,  5.39063,  8.24964
1063,         65,  5.39063,  7.75014
1064,       65.5,  5.39063,  7.10487
1065,         66,  5.39063,  6.39494
1066,       66.5,  5.39063,  5.68489
1067,         67,  5.39063,   5.0165
1068,       67.5,  5.39063,  4.41139
1069,         68,  5.39063,  3.87693
1070,       68.5,  5.39063,  3.41189
1071,         69,  5.39063,  3.01064
1072,       69.5,  5.39063,  2.66579
1073,         70,  5.39063,  2.36968
1074,       70.5,  5.39063,  2.11515
1075,         71,  5.39063,  1.89585
1076,       71.5,  5.39063,  1.70631
1077,         64,  5.42969,   8.2872
1078,       64.5,  5.42969,  8.02734
1079,         65,  5.42969,  7.55362
1080,       65.5,  5.42969,  6.93936
1081,         66,  5.42969,  6.26054
1082,       66.5,  5.42969,  5.57843
1083,         67,  5.42969,  4.93342
1084,       67.5,  5.42969,  4.34701
1085,         68,  5.42969,  3.82712
1086,       68.5,  5.42969,  3.37326
1087,         69,  5.42969,  2.98052
1088,       69.5,  5.42969,  2.64214
1089,         70,  5.42969,  2.35097
1090,       70.5,  5.42969,  2.10024
1091,         71,  5.42969,  1.88386
1092,       71.5,  5.42969,  1.69659
1093,         64,  5.46875,   8.0431
1094,       64.5,  5.46875,   7.7981
1095,         65,  5.46875,   7.3503
1096,       65.5,  5.46875,  6.76738
1097,         66,  5.46875,  6.12023
1098,       66.5,  5.46875,  5.46675
1099,         67,  5.46875,  4.84587
1100,       67.5,  5.46875,   4.2789
1101,         68,  5.46875,  3.77422
1102,       68.5,  5.46875,   3.3321
1103,         69,  5.46875,  2.94834
1104,       69.5,  5.46875,  2.61682
1105,         70,  5.46875,  2.33091
1106,       70.5,  5.46875,  2.08421
1107,         71,  5.46875,  1.87096
1108,       71.5,  5.46875,  1.68611
1109,         64,  5.50781,  7.79439
1110,       64.5,  5.50781,  7.56409
1111,         65,  5.50781,  7.14203
1112,       65.5,  5.50781,  6.59044
1113,         66,  5.50781,  5.97515
1114,       66.5,  5.50781,  5.35071
1115,         67,  5.50781,  4.75446
1116,       67.5,  5.50781,  4.20747
1117,         68,  5.50781,  3.71854
1118,       68.5,  5.50781,  3.28862
1119,         69,  5.50781,  2.91425
1120,       69.5,  5.50781,  2.58994
1121,         70,  5.50781,  2.30955
1122,       70.5,  5.50781,  2.06711
1123,         71,  5.50781,  1.85717
1124,       71.5,  5.50781,  1.67491
1125,         64,  5.54688,  7.54319
1126,       64.5,  5.54688,  7.32729
1127,         65,  5.54688,  6.93055
1128,       65.5,  5.54688,  6.40995
1129,         66,  5.54688,  5.82641
1130,       66.5,  5.54688,  5.23112
1131,         67,  5.54688,  4.65981
1132,       67.5,  5.54688,  4.13317
1133,         68,  5.54688,  3.66039
1134,       68.5,  5.54688,  3.24306
1135,         69,  5.54688,  2.87841
1136,       69.5,  5.54688,  2.56159
1137,         70,  5.54688,  2.28698
1138,       70.5,  5.54688,  2.04902
1139,         71,  5.54688,  1.84255
1140,       71.5,  5.54688,  1.66301
1141,         64,  5.58594,  7.29142
1142,       64.5,  5.58594,  7.08949
1143,         65,  5.58594,  6.71744
1144,       65.5,  5.58594,  6.22723
1145,         66,  5.58594,  5.67505
1146,       66.5,  5.58594,  5.10878
1147,         67,  5.58594,  4.56249
1148,       67.5,  5.58594,  4.05642
1149,         68,  5.58594,  3.60007
1150,       68.5,  5.58594,  3.19562
1151,         69,  5.58594,  2.84098
1152,       69.5,  5.58594,   2.5319
1153,         70,  5.58594,  2.26329
